imageName,redMean,greenMean,blueMean,imgMean,redStd,greenStd,blueStd,imgStd,redVariation,greenVariation,blueVariation,imgVariation,redEntropy,greenEntropy,blueEntropy,imgEntropy,redKurtosis,greenKurtosis,blueKurtosis,imgKurtosis,redSkew,greenSkew,blueSkew,imgSkew,image_status
image20part18,31.59498452,12.5549226,4.539628483,16.2298452,31.49978013,23.87398909,12.92764848,26.55548486,0.996986725,1.90156402,2.847732701,1.636213071,9.374642301,8.885479751,8.559583347,10.02384597,18.26879792,39.57543297,98.88485119,26.79739093,3.76109249,5.60547035,9.196972839,4.437015342, fire
image17part6,128.7701517,69.46220425,16.12258847,71.45164813,65.25697287,52.19781304,23.75270252,68.06356991,0.506770956,0.751456329,1.473256144,0.952582224,9.982047724,9.861432381,9.450135083,10.76885996,-0.958720087,1.575801152,20.12967074,0.082659567,0.288944781,1.348229485,3.808640403,1.019474184, fire
image23part4,71.60098039,33.86928105,16.55392157,40.67472767,72.19662648,60.81482048,38.01262305,63.08807408,1.008318966,1.795574591,2.296291117,1.551038635,7.623532394,6.979294603,6.591301673,8.244250096,0.905188218,4.206773167,9.175958582,3.485820291,1.529806118,2.289553214,3.076590336,2.095334333, fire
image7part12,244.8495353,104.7748778,7.700178773,119.1081973,28.17255044,31.70351752,9.568581959,100.5293292,0.115060665,0.302587015,1.242644131,0.844016881,13.26007183,13.20821195,12.58435102,13.93174743,13.27676522,3.973676433,2.64752597,-1.488953456,-3.774267194,-0.716576258,1.660720167,0.236942456, fire
image25part17,85.42735849,23.35176887,4.208667453,37.66259827,65.99068532,24.23202182,5.401391581,53.46829,0.772477184,1.037695343,1.283397094,1.419665463,9.44122405,9.332705697,9.058830623,10.06436051,-0.342403674,4.476785589,17.10680689,3.538730979,0.767158362,2.157226533,2.947810609,1.997710607, fire
image18part18,115.3439601,57.39296218,36.38319328,69.70670518,60.41472931,46.13528463,28.1643457,57.49341447,0.523778872,0.803849163,0.774103182,0.824790303,9.728239065,9.622507667,9.663890391,10.67532362,-0.211200691,6.088771932,29.51914312,2.17979831,0.974975139,2.495505453,4.904585554,1.697129459, fire
image22part6,139.1721605,56.32382716,17.94055556,71.1455144,78.00777772,47.3254644,27.32214965,74.72056269,0.560512803,0.84023879,1.522926621,1.050249806,9.519190201,9.338332123,8.784797477,10.24827555,-1.439525108,0.037001857,3.894412634,-0.016626284,0.019857143,0.895707985,2.044430081,1.062801036, fire
image23part6,105.8166667,37.01797386,13.82320261,52.21928105,43.58285682,25.13417596,16.29011241,49.58016504,0.411871383,0.678972222,1.178461523,0.94946089,7.934586727,7.779469818,7.476467008,8.67764679,-0.861275129,2.952622594,26.29612339,0.006417776,-0.038396682,0.931441544,3.78842239,1.006145809, fire
image16part4,181.776875,93.676875,33.253125,102.9022917,95.72657028,65.31991279,27.36098368,91.89886709,0.526615777,0.697289622,0.822809395,0.893069198,8.987988005,8.9065581,8.877394401,9.865114993,-1.25589983,-0.406041152,13.68853383,-1.200845964,-0.814137027,0.514971952,2.752215661,0.657794881, fire
image10part14,17.79192593,5.997637037,2.582111111,8.790558025,28.8562844,13.69415832,7.615059056,20.04639694,1.621875255,2.28325893,2.949160098,2.280446461,10.95970223,10.67540309,10.82156286,11.71134888,17.2650631,61.09992388,198.2482581,38.57501245,3.524920709,6.510632798,12.59466279,5.26666693, fire
image23part12,188.2111111,94.14052288,28.56862745,103.6400871,65.97421665,55.78868737,34.442984,84.71426075,0.35053306,0.592610766,1.205622638,0.817388938,7.953094868,7.826991709,7.489462183,8.757268841,-0.509260991,-0.466613455,9.359616956,-1.180216646,-0.857654886,0.227729887,2.823745153,0.459470333, fire
image23part13,200.7911765,131.0117647,68.57352941,133.4588235,53.16486739,82.54913288,75.69274936,89.66602852,0.264776911,0.630089466,1.103818777,0.671862872,7.987279459,7.808795158,7.436246438,8.848363255,-0.479269096,-1.453943776,-0.167062973,-1.479845769,-0.747400328,0.162163742,1.05835857,-0.057509061, fire
image8part4,154.039769,68.8380088,21.93212321,81.60330033,75.96442854,50.07185043,25.16687129,77.20492224,0.493148159,0.727386676,1.147489053,0.946100488,9.673591168,9.535454973,9.181629175,10.45506226,-1.437769368,0.01390847,2.363860647,-0.329214341,-0.12537646,0.726741222,1.513208505,0.920299627, fire
image9part4,27.61059046,7.188347667,4.027870981,12.9422697,47.77715004,23.08330293,7.867438208,32.68600761,1.730392188,3.211211255,1.953249805,2.525523603,10.08856581,9.331592279,9.987325056,10.72767225,5.73249061,35.60527844,171.9260573,18.354222,2.268429235,5.418349188,7.271610741,3.908158758, fire
image10part15,97.66497778,42.52648889,12.39636296,50.86260988,75.84584266,40.56133858,23.05416553,62.36696051,0.776592023,0.95378997,1.85975238,1.226184827,11.47426463,11.35053449,10.85424262,12.23501653,-0.882514533,2.254375786,22.31859738,1.518179042,0.444229327,1.300519278,4.121185667,1.485879353, fire
image17part5,114.7096461,53.67911021,9.698119312,59.36229188,31.08461107,22.10423149,8.948898317,48.63843161,0.270985154,0.411784611,0.922745744,0.819348951,10.08102626,10.04752756,9.880408001,10.86329948,2.709755609,16.78901867,56.64166726,0.044036598,1.17998684,3.1649651,6.372278837,0.756774859, fire
image23part7,145.7901961,53.16339869,14.44901961,71.13420479,46.20826436,28.35099969,17.12696768,64.14045272,0.316950423,0.533280422,1.185337701,0.901682291,7.971247372,7.876336211,7.561044677,8.708664773,-0.446547402,3.517914302,36.40294278,-0.601583382,-0.357101316,0.88696983,4.914658538,0.786767816, fire
image7part11,242.4096385,99.58545302,6.837195792,116.2774291,17.71363015,43.00540103,10.38868686,100.7245137,0.073073126,0.431844207,1.519436795,0.866243041,13.26521765,13.17415138,12.34173745,13.90898898,1.355521002,-0.423974558,4.139014738,-1.578919184,-1.553424047,0.488812079,2.023566589,0.233045012, fire
image22part7,46.43253086,15.4537037,6.158271605,22.68150206,49.49455779,32.38626183,20.33114468,40.00544227,1.065945725,2.095695793,3.301436829,1.763791576,9.301338725,8.72204328,8.160034424,9.881336527,7.797009662,27.13744704,52.52552523,15.16650116,2.704981966,4.911245631,6.96678846,3.608822646, fire
image25part14,151.2533608,63.02393868,18.12152123,77.46627358,65.51879335,46.77272067,18.43224229,73.01840442,0.43317248,0.742142139,1.017146522,0.942583153,9.637956795,9.459720424,9.224375644,10.38973402,-1.178929011,-0.079007037,3.297210848,-0.263542693,-0.002401989,0.796695184,1.497408705,0.920355103, fire
image2part3,93.87427758,38.25190036,14.13836299,48.75484698,90.18262302,55.34096786,21.70357809,70.73648137,0.960674482,1.446750811,1.535084232,1.450860494,11.11052492,10.79148881,10.90988478,11.86893201,-1.077412247,3.764027234,49.50829357,2.177561724,0.749147027,2.06606001,5.777586448,1.849040009, fire
image23part3,147.3813725,68.10424837,24.18823529,79.8912854,63.60213838,61.02706392,37.51937877,75.2194882,0.431548012,0.89608307,1.551141632,0.941523069,7.92489363,7.673037228,7.167713523,8.664910581,-0.898601758,1.320153621,5.486211813,-0.535501648,-0.018743339,1.429031994,2.386562385,0.807555507, fire
image6part9,94.00477108,43.01506024,19.00653012,52.00878715,80.81801497,61.96514247,45.03613896,71.49168482,0.85972248,1.440545291,2.369508726,1.374607807,10.28929097,9.887986111,9.075751634,10.94777026,-0.727182845,3.142309385,9.742964254,1.495961566,0.885938164,2.008269524,3.110230599,1.6287817, fire
image10part11,86.79137037,31.75885926,5.707162963,41.41913086,41.29910222,17.70974453,6.706435976,42.78447068,0.475843417,0.557631632,1.175091025,1.03296399,11.68702278,11.64278808,11.4914631,12.40754777,-0.614674335,4.592954507,232.5463548,0.433328805,-0.034221872,0.675735423,12.24605127,1.150232852, fire
image23part17,119.1535948,52.91143791,17.82222222,63.29575163,84.89702299,53.66204157,21.71219416,72.69643064,0.712500728,1.014186038,1.218265259,1.148519905,7.74336456,7.485725587,7.344585565,8.504691879,-1.513505524,-0.416357824,3.703296043,0.224621253,0.159232138,0.819715805,1.679339264,1.192299507, fire
image18part8,99.25084034,50.5102416,46.85509454,65.53872549,29.43969051,11.04789041,9.806652919,30.53065008,0.296619055,0.218725749,0.209297474,0.465841376,9.815159893,9.833245528,9.830530166,10.8594711,3.971620625,14.8327547,3.278892331,4.392488182,1.789660833,2.681327854,-0.377770642,1.804769941, fire
image18part9,92.72022059,47.33487395,33.78308824,57.94606092,60.62688818,34.61082162,16.39231821,48.46966528,0.653869111,0.731190742,0.485222609,0.83646178,9.66393843,9.656008752,9.748375535,10.68600698,0.325814668,8.567153014,38.61618239,4.522621437,1.165040789,2.632349366,3.976089888,2.162864856, fire
image19part9,202.8268769,134.7544545,67.57142142,135.0509176,38.07978438,34.32716886,23.65994394,64.12323655,0.187745258,0.254738658,0.350147199,0.474807855,9.883492778,9.86911517,9.835997809,10.88202053,0.127075168,0.252680245,0.564934585,-1.105345211,-0.86177273,0.09550498,0.084428128,0.179436427, fire
image23part16,89.85,31.78267974,11.25196078,44.29488017,64.26909866,35.1164658,17.59566511,54.76297188,0.715293252,1.104893171,1.563786566,1.236327351,7.753750144,7.452320974,7.228034514,8.452956252,-0.600704994,3.552945744,26.17910235,1.87468001,0.499492928,1.636734406,4.063558327,1.562076125, fire
image8part1,162.6672167,67.48492849,17.18646865,82.44620462,55.74528482,29.86291826,13.7902723,70.96380764,0.342695264,0.442512409,0.802391264,0.860728616,9.750080319,9.71677204,9.513625369,10.53983765,-1.237145169,0.143241669,2.328651904,-0.0485142,0.389978811,0.950955267,1.43012811,0.934825314, fire
image7part8,152.88673,43.80640677,31.62227778,76.10513819,60.18904939,33.22143265,14.84233777,67.9804531,0.393683934,0.758369268,0.469363335,0.893243935,13.1895466,12.93642412,13.1442307,13.99381123,-1.306172149,-1.073519869,-0.20585501,0.384123313,0.244779073,0.347390776,0.111015578,1.162414349, fire
image6part8,117.0991566,33.87648193,5.55253012,52.17605622,52.15326139,26.73306551,14.62748402,58.79971464,0.445376917,0.789133463,2.634381751,1.126948238,10.54084033,10.40212576,9.133953669,11.12770749,0.021568671,9.463236151,30.23143139,1.287090722,0.934737662,2.663801377,4.847021422,1.35343641, fire
image25part11,116.523467,27.20294811,2.934964623,48.88712657,40.9512946,14.64614351,3.234936663,54.94986258,0.351442466,0.538402803,1.102206356,1.12401498,9.676886889,9.612595972,9.132899538,10.22761337,-0.538907231,2.547622348,3.974358751,0.162020923,0.396360905,1.542934431,1.613986555,1.123412551, fire
image23part2,121.4738562,43.4120915,12.13627451,59.00740741,49.36875023,26.08768117,12.75400967,56.63532341,0.406414613,0.600931221,1.0508999,0.959800234,7.927506923,7.820311362,7.55681405,8.662641778,-0.068392286,0.851956479,16.43588149,-0.22151876,-0.4171127,0.534286456,2.913340319,0.925447822, fire
image7part14,166.8769304,44.41220772,17.21649654,76.16854488,62.6419696,41.87902503,13.42248992,78.67624054,0.375378247,0.942962018,0.779629577,1.032922982,13.19440875,12.8484134,12.93032493,13.84998536,-1.344910929,0.956383166,1.795198942,-0.260265248,0.001823496,1.223922256,0.905356217,1.006739639, fire
image13part8,86.15551087,35.72060934,2.366491763,41.41420399,77.10213183,36.69154642,7.179748118,60.28123668,0.894918167,1.027181426,3.033920604,1.455569125,12.8393584,12.73431587,12.25615127,13.48573061,-0.712465989,1.148730932,588.8221066,2.622721584,0.693357311,1.140501891,21.68388964,1.796984792, fire
image12part8,94.44310638,34.83604255,9.860978723,46.38004255,63.19608086,18.40290596,3.144497507,52.02327528,0.669144454,0.528272003,0.318882902,1.121673729,9.874095353,9.961736107,10.01229312,10.70314416,0.503183935,12.45056735,6.624816624,5.403239319,1.340986797,3.116369537,0.687090885,2.324208122, fire
image7part16,228.0000657,82.20795556,29.3913826,113.1998013,18.15815035,19.10330544,12.46054857,85.66089389,0.079640987,0.232377819,0.423952447,0.756723006,13.26480725,13.24251244,13.14339141,14.07156482,-0.89239797,6.316527272,0.350955787,-1.396072262,-0.169563571,1.369822315,-0.796106748,0.499617331, fire
image25part13,209.5252358,97.21014151,19.66432783,108.7999017,45.48187567,40.38324734,17.05640618,86.05307409,0.217071111,0.415422164,0.867378042,0.790929704,9.712903353,9.642201537,9.36135306,10.48521099,-0.356789336,-0.415033886,1.994697343,-1.231553116,-0.867154701,-0.097280246,1.296187677,0.377250651, fire
image2part19,21.53226097,11.078586,9.983810202,14.19821906,35.5317522,22.14681482,7.483774068,25.10162823,1.65016355,1.999065117,0.74959098,1.76794203,11.00906611,10.93474778,11.39511986,12.11539256,27.38347123,56.63421237,66.35400779,55.10100353,5.163665674,7.267803187,6.684658471,7.084549805, fire
image8part3,194.3718922,90.82953795,25.97145215,103.7242941,46.32527807,41.70978939,24.06286023,79.35894272,0.238333216,0.45920953,0.926511929,0.765095038,9.778809052,9.710821998,9.393488808,10.5874416,-1.306682752,0.771612183,1.202707965,-0.997824969,-0.155323412,1.082088124,1.240304253,0.489703343, fire
image9part3,100.9929937,13.53685063,19.26219034,44.59734489,42.08805548,19.66171253,11.59348775,48.57808105,0.41674233,1.452458409,0.601877956,1.089259488,11.15933222,10.57692811,11.09024559,11.81357283,0.219609869,35.88344226,114.7317348,0.504081566,-0.139113878,4.464759424,6.085652458,1.220224134, fire
image10part12,64.91771852,27.80842222,7.797785185,33.50797531,69.1580302,32.02438194,14.72619504,50.67979791,1.065318249,1.151607297,1.888509966,1.512469716,11.14960726,11.10256988,10.9016966,11.95356108,-1.312647068,1.629675336,37.34213945,1.720570813,0.475484434,1.074425495,5.117955348,1.636695431, fire
image23part14,128.5571895,66.2879085,32.6496732,75.83159041,78.96599953,70.37769568,46.52565688,77.6510024,0.614248023,1.061697333,1.424996097,1.023992797,7.824030116,7.489410824,7.165648874,8.59249085,-1.37339013,0.027789674,1.82294255,-0.43057655,0.201896421,1.083947289,1.642166758,0.905527536, fire
image1part11,173.4614063,61.78244792,13.68456597,82.97614005,73.41454596,62.16718399,16.01673164,87.4625029,0.423232738,1.006227271,1.170423064,1.054068107,10.85910872,10.53335377,10.46449178,11.51361069,-1.243960063,3.012792168,14.98469699,-0.626267556,-0.398550091,1.840643774,3.150122683,0.926739488, fire
image1part10,134.7513194,39.98796875,8.7984375,61.1792419,79.08862402,44.48786676,8.826858731,75.09496986,0.586922817,1.112531298,1.003230259,1.227458326,10.77812384,10.435366,10.63257873,11.40095806,-1.433563577,7.190811106,17.20065785,0.743523545,0.184469522,2.317829117,3.666476271,1.405321609, fire
image8part2,183.5882838,82.82728273,24.05027503,96.82194719,47.34651963,36.85915248,21.68787747,75.47763057,0.257895104,0.445012214,0.901772535,0.779550843,9.774846442,9.718575784,9.447458625,10.58574099,-1.374377911,1.303354193,3.079953532,-0.744271377,0.217660928,1.251129625,1.651171158,0.61356521, fire
image2part18,109.2801234,49.85838197,9.685001186,56.27450217,105.2629362,61.71744467,11.42230456,81.73359536,0.963239544,1.237854945,1.179380812,1.452409034,11.06817034,10.89652668,11.05070932,11.82219016,-1.709780879,0.546808123,12.97226766,0.762044714,0.405854923,1.327268259,3.074760351,1.531043005, fire
image25part12,216.1122052,84.09162736,7.239268868,102.4810338,35.52411607,27.28493478,8.436866842,90.18281133,0.164378111,0.324466723,1.165430791,0.879995136,9.724212917,9.682051338,9.156414289,10.38994688,0.028135992,-0.561792662,11.41217061,-1.285457181,-0.879307359,-0.147094605,2.603189673,0.420385172, fire
image12part9,227.9558723,74.72646809,12.11689362,104.933078,22.93898775,23.11799312,2.48859435,92.6079967,0.100629071,0.309368203,0.205382207,0.882543412,10.05961111,10.0236267,10.04444505,10.75097395,-1.082973859,7.535648591,6.519676956,-1.400151481,-0.373983793,2.297359228,1.203949304,0.504757824, fire
image13part9,104.7299812,35.09241978,1.900144182,47.24084838,18.7530871,7.865613154,2.684265136,44.45640408,0.179061305,0.224139948,1.412663924,0.941058546,13.24368687,13.23517804,12.46463548,13.8581181,7.942739269,22.88417701,640.7680494,-0.721374342,1.991485389,2.150627881,12.11067417,0.632925785, fire
image25part3,123.3429835,45.17099057,12.65224057,60.38873821,58.74527272,36.79168965,18.7720388,62.26452972,0.476275756,0.814498181,1.483692845,1.031061943,9.623004897,9.435966577,8.888080391,10.31898022,-0.719901576,1.892436897,6.580530885,0.567057878,0.41037539,1.368078722,2.364834376,1.165014261, fire
image24part3,120.2404,61.0772,31.6016,70.97306667,58.30163812,32.15007787,15.44685332,53.99575443,0.484875617,0.526384279,0.488799723,0.760792185,8.809561404,8.808041873,8.802393256,9.772116935,-0.220667089,5.345053637,1.944900762,2.06480882,0.78099542,2.085176826,0.933628344,1.542755779, fire
image21part19,85.00837264,43.57458726,18.00754717,48.86350236,72.72752717,47.00467638,26.41658623,59.11312059,0.855533695,1.07871765,1.466973041,1.209760204,9.393686931,9.263815403,9.150775337,10.25942954,-0.243464151,3.409687411,28.36640425,2.776518821,0.972331487,1.832309983,4.642882993,1.842056782, fire
image5part3,78.67896864,29.56861708,19.28120931,42.50959834,78.76292061,28.99726472,13.82747502,55.53043757,1.001067019,0.980677068,0.717147705,1.306303511,11.4082149,11.50245558,11.65996862,12.39061724,-0.441086113,3.068835061,2.820661422,4.669700332,0.935952626,1.73793182,1.43721052,2.264493247, fire
image22part11,50.15938272,20.36895062,8.803641975,26.44399177,64.58335817,44.39901691,24.98916603,50.5873802,1.287562858,2.179740024,2.838503213,1.913000906,9.119225237,8.436224996,8.062751959,9.709540309,3.36047238,10.31044591,21.15604671,8.737807206,2.131248397,3.229998301,4.42496306,2.990075119, fire
image4part3,98.11537037,29.05,5.263777778,44.14304938,61.90200009,27.22177675,8.814832564,55.68660327,0.630910324,0.937066325,1.674620954,1.261503318,10.70047645,10.44827583,9.906363027,11.29675856,-0.611832695,1.562353011,16.70310998,2.165305588,0.652891205,1.049363683,3.264426385,1.642904369, fire
image21part9,96.43071934,48.55188679,18.83696934,54.60652516,102.3181021,54.05489563,18.25140247,74.80958593,1.06105298,1.113342842,0.968913956,1.369975213,9.105795901,9.074839181,9.374272097,10.04857515,-1.674067814,-0.959555626,12.09281098,0.751053586,0.420009672,0.674864194,2.786959011,1.453302375, fire
image8part18,122.0377338,65.07178218,25.13008801,70.74653465,73.79506981,65.06634142,42.69387884,73.58885453,0.604690595,0.999916388,1.698914816,1.0401761,9.635011223,9.396665159,8.744757855,10.38982068,-1.118097483,0.962669612,4.084291616,0.289117139,0.697845253,1.459850288,2.126829936,1.174681961, fire
image6part13,91.04322892,27.60792771,6.02946988,41.56020884,51.66391214,28.66895369,16.64408789,50.5758942,0.567465728,1.038431931,2.760456263,1.216930704,10.48937137,10.26401631,9.047620441,11.07966623,1.345112801,11.72022723,34.21832911,3.213272363,1.30742993,3.056069777,5.132402991,1.756893979, fire
image24part16,91.14613333,61.85853333,41.13173333,64.71213333,41.78079916,27.12397931,19.83898468,37.13877308,0.458393545,0.438484035,0.482327951,0.573907414,8.830063078,8.837835518,8.8062218,9.875674294,3.162737198,7.276460195,0.320568346,5.011228437,1.600645439,1.891609823,0.694638988,1.753964096, fire
image17part10,67.9813549,25.85524772,3.496258847,32.44428716,38.15730222,18.82078421,5.931366482,36.46765557,0.561290699,0.727928984,1.696489517,1.124008532,9.982534921,9.919381327,9.549515596,10.67250072,5.158483145,16.2353847,246.2935823,6.057237518,1.937616177,3.199856522,12.45968055,2.041878066, fire
image17part11,64.94228514,25.10673407,4.601658241,31.55022582,34.83563755,21.91379685,10.99889457,35.10690969,0.536409174,0.872825465,2.3902024,1.112730853,9.989201434,9.865332859,9.174384579,10.67420848,6.342866424,26.96620369,80.07188001,5.907971596,1.860497539,4.363995062,8.013430467,1.965485952, fire
image6part12,121.2567952,35.66354217,1.103204819,52.67451406,33.42027605,11.59884813,1.9416238,54.49073443,0.275615696,0.325229841,1.759984879,1.034480059,10.5935454,10.57813897,10.02348293,11.15992105,-0.942589719,1.051490933,2347.497187,-0.675396296,-0.216912383,0.064705879,37.25750932,0.814042994, fire
image8part19,53.59620462,26.00264026,2.169691969,27.25617895,10.98587136,8.816956215,3.240722565,22.60995732,0.204974801,0.339079268,1.493632558,0.829535107,9.787891603,9.75019382,9.041516837,10.49361191,7.632848402,4.095270686,190.813331,-0.736520354,1.195494939,0.595563782,8.700304084,0.381495607, fire
image20part8,107.5983901,59.78829721,23.07275542,63.48648091,76.45596606,56.10796602,31.55330986,67.28555135,0.710567937,0.938443954,1.367557073,1.059840621,9.435956809,9.265220218,9.01855735,10.27381409,-1.093159797,0.77243455,12.07626643,0.72264681,0.570073269,1.104152339,3.025964913,1.294032299, fire
image21part8,117.7869104,55.57653302,23.26627358,65.54323899,42.83730733,23.59793006,8.636895367,48.5886523,0.363684786,0.424602414,0.37121954,0.741322111,9.681238969,9.66719283,9.685119527,10.59438151,2.213291077,7.811614351,65.38807838,2.331789935,1.70581953,2.622486244,5.696278904,1.452226835, fire
image4part2,114.086,37.89311111,5.103907407,52.36100617,53.84467693,27.00374495,9.053992342,57.62798651,0.471965683,0.712629398,1.773933502,1.100589746,10.77698106,10.61639861,9.885327947,11.39592398,-0.717426976,2.730985224,26.1285278,0.423926709,0.119400843,0.898943943,3.978400314,1.148658283, fire
image22part10,152.7534568,57.94425926,18.7017284,76.46648148,55.87170672,41.87203365,28.32775626,71.12645688,0.365763943,0.722626092,1.514713275,0.930165159,9.620757236,9.453965876,8.8140413,10.33556608,-0.699136943,2.970856833,7.248643922,-0.448836957,-0.079867118,1.504286447,2.448910711,0.81055305, fire
image5part2,106.1281603,42.60370551,30.06399197,59.59861925,70.77740707,22.3505441,10.03478453,54.57656568,0.66690506,0.524615027,0.333780841,0.915735404,11.68989946,11.78363415,11.84417003,12.68933997,-0.503547993,2.522354101,1.726412316,4.142827692,0.838988491,1.641229162,0.616555064,2.155794714, fire
image11part16,116.4209787,33.0313617,8.157659574,52.53666667,57.09694341,37.03152532,14.23477144,61.27854995,0.490435178,1.121101989,1.744957768,1.16639585,9.950413027,9.547175322,9.255464127,10.53444774,-0.299813562,5.965920182,75.04566822,1.286476196,0.808605533,2.153696017,6.644274594,1.394330729, fire
image21part18,88.66043632,40.996875,19.14286557,49.60005896,29.69935384,14.56936247,9.607806982,35.18520702,0.334978656,0.355377391,0.501900144,0.709378331,9.68263035,9.675668719,9.619233617,10.60006028,1.076127118,7.821489073,18.31223223,0.824202746,0.540540576,0.989098731,2.226966149,1.066331603, fire
image24part2,73.30906667,51.89173333,38.23253333,54.47777778,35.72339585,24.64952762,19.33101295,30.99817908,0.487298468,0.47501839,0.505616847,0.569005939,8.813045821,8.821308976,8.801390058,9.876661386,3.64558345,6.765571245,0.681039373,5.097346192,1.362892331,1.720426114,0.966482982,1.638635825, fire
image25part2,103.9612618,32.24551887,4.551474057,46.91941824,62.69692916,23.79162398,4.988885425,57.11384306,0.603079725,0.737827295,1.096103232,1.217275175,9.546296473,9.484705387,9.208235158,10.19361978,-1.406507796,-0.361324743,6.748285454,1.064398301,0.238849884,0.902857459,2.164609155,1.471207671, fire
image11part2,95.83608511,24.5393617,4.455574468,41.61034043,46.02286508,23.22647663,8.330519689,49.46142342,0.480224803,0.946498809,1.869684762,1.188681056,9.94994239,9.639644957,9.17214975,10.50284066,-0.053622839,10.45678833,66.36219963,1.327950402,0.616696821,2.08073918,6.319226735,1.383497673, fire
image14part8,86.36919836,53.19568768,31.00355021,56.85614542,23.40518431,8.437278322,5.804763953,27.11372055,0.270989945,0.158608314,0.187229008,0.476882848,10.62078386,10.64048303,10.63587274,11.64755071,14.45158707,24.52473847,38.32478034,5.792626162,3.13127172,3.838999146,4.077169886,1.617709487, fire
image15part8,208.8767882,121.2344618,71.27947917,133.7969097,41.42169457,57.00680829,45.9683921,74.7927323,0.198306834,0.470219502,0.644903591,0.559001942,10.9408482,10.85009751,10.75478353,11.88882454,-1.288380896,-0.735595929,0.407846786,-1.203458726,-0.392161208,0.445630349,0.853595453,0.145131444, fire
image11part14,88.15114894,22.54821277,6.31587234,39.00507801,51.61319356,26.63599418,10.55455187,49.12414671,0.585507894,1.181290706,1.671115453,1.259429521,9.903893953,9.464628949,9.244323409,10.47189715,0.451306129,10.07487408,45.53449298,2.849587059,0.989196989,2.364997973,5.192609573,1.723485618, fire
image22part12,52.72203704,15.88253086,6.354320988,24.9862963,45.96705566,20.54431142,11.75892673,35.92868705,0.871875562,1.293516229,1.850540247,1.437935684,9.366064103,9.066851445,8.682190382,10.03018645,2.873277053,14.59554456,37.81359301,8.474589068,1.650925989,3.031093571,4.763870909,2.623658374, fire
image24part15,91.42493333,50.7456,26.29986667,56.1568,56.03116601,36.38636485,19.04631758,48.27276702,0.612865265,0.717034873,0.724198256,0.859606798,8.757063042,8.731131855,8.715185496,9.725784656,1.101018895,9.244905665,20.70598421,4.393276675,1.331468482,2.722133291,3.290178456,2.025008053, fire
image17part13,46.05726997,16.04768453,1.99255814,21.36583755,8.963430717,4.251662519,1.986818348,19.28419658,0.194614894,0.264939313,0.997119385,0.902571525,10.09672485,10.08216194,9.787323668,10.77556988,10.70431562,93.10064905,1219.076856,-0.622897863,0.679064829,3.358876545,24.19460941,0.650840805, fire
image17part12,53.53221436,31.94163802,15.90992922,33.79459387,73.45707856,59.8758158,43.90216921,62.23965645,1.372203251,1.874538049,2.759419517,1.841704525,9.375260829,9.014322761,8.414685468,10.10252705,1.451578875,5.284095299,13.31893984,4.52548958,1.652212501,2.48931606,3.685358427,2.349239625, fire
image24part14,145.1156,87.7064,54.0584,95.6268,48.97350137,31.272611,15.52343785,51.17669749,0.337479233,0.356560194,0.287160513,0.535171076,8.865649202,8.864644418,8.88123007,9.889829445,-0.249675673,5.356407502,10.15152955,0.857074262,0.428339106,1.636757937,1.088299776,1.134323621, fire
image5part1,70.25275336,43.0085517,39.08031548,50.78054018,35.24732261,5.785586432,4.796518592,25.00212992,0.501721583,0.134521768,0.122734899,0.492356517,11.79243378,11.89247031,11.8937779,12.90968281,2.214231008,0.948991388,0.154069979,10.9627725,1.552908334,0.804157726,0.270192746,3.081608118, fire
image4part1,147.3212593,48.23883333,2.906907407,66.15566667,46.09462466,20.38976267,4.331578755,67.00370961,0.312885085,0.422683578,1.490098633,1.012818901,10.84048186,10.78568123,10.19692697,11.44460128,-0.347380025,-0.074588778,51.59618136,-0.798212079,-0.764623566,-0.515912588,5.195734087,0.762990977, fire
image22part13,79.97469136,26.22382716,10.09734568,38.76528807,57.9070443,27.3955214,16.03879457,48.43668508,0.724067118,1.04468052,1.588416905,1.249486009,9.441629923,9.207989948,8.772217478,10.13636323,0.349210133,3.975828865,14.96057609,3.740084547,1.003019574,1.788418588,3.100296903,1.915338335, fire
image11part15,99.56408511,27.22085106,8.508170213,45.09770213,58.18532479,38.99033911,14.76359443,57.00498461,0.584400738,1.432370319,1.735225561,1.26403302,9.910276412,9.291643296,9.229052126,10.46521632,0.456744378,6.722199772,51.13832406,2.579782184,1.146879859,2.388397337,5.560312708,1.691489797, fire
image14part9,150.9561667,83.51994036,52.33783816,95.60464841,39.23096704,9.160093593,4.491226232,47.34622414,0.259883169,0.109675528,0.085812223,0.495229311,10.61982919,10.64576667,10.64780425,11.63998885,0.14856699,5.281682174,5.264696019,1.201255688,1.078030368,2.175469692,1.318826029,1.267624821, fire
image11part3,91.94812766,27.96604255,11.702,43.87205674,57.94214421,35.3680147,16.69756525,53.18589931,0.630161219,1.26467714,1.426898415,1.212295554,9.872106606,9.403843321,9.344238388,10.52052961,-0.083357297,6.832778307,22.19453443,2.386824778,0.82347884,2.217721614,3.563961036,1.653532016, fire
image25part1,91.41810142,28.78632075,4.362853774,41.52242531,78.81527253,26.79982534,3.406387918,60.48223406,0.862140772,0.930991688,0.780770591,1.45661612,9.361939972,9.358873987,9.412768185,10.04600356,-1.274599901,0.082198997,5.781566496,2.595958966,0.572248596,1.164119626,1.560690022,1.920262215, fire
